country,year,womenJobCategory,womenPercents,menJobCategory,menPercents
China,1991,Agriculture,54.88000107,Agriculture,63.68999863
China,1992,Service,22.69000053,Service,17.40999985
China,1992,Industry,23.46999931,Industry,20.23999977
China,1992,Agriculture,53.84999847,Agriculture,62.34999847
China,1993,Service,24.20000076,Service,18.71999931
China,1993,Industry,24.02000046,Industry,21.05999947
China,1993,Agriculture,51.77999878,Agriculture,60.22999954
China,1994,Service,26.27000046,Service,20.29999924
China,1994,Industry,24.27000046,Industry,21.39999962
China,1994,Agriculture,49.45999908,Agriculture,58.31000137
China,1995,Service,28.34000015,Service,21.87000084
China,1995,Industry,24.52000046,Industry,21.75
China,1995,Agriculture,47.13999939,Agriculture,56.38000107
China,1996,Service,29.72999954,Service,22.92000008
China,1996,Industry,24.95000076,Industry,22.29999924
China,1996,Agriculture,45.33000183,Agriculture,54.77999878
China,1997,Service,30.12000084,Service,23.31999969
China,1997,Industry,24.94000053,Industry,22.67000008
China,1997,Agriculture,44.93999863,Agriculture,54.00999832
China,1998,Service,30.46999931,Service,23.57999992
China,1998,Industry,24.51000023,Industry,22.67000008
China,1998,Agriculture,45.02999878,Agriculture,53.75
China,1999,Service,30.64999962,Service,23.79999924
China,1999,Industry,23.67000008,Industry,22.45000076
China,1999,Agriculture,45.68000031,Agriculture,53.75999832
China,2000,Service,31.20999908,Service,24.42000008
China,2000,Industry,22.79000092,Industry,22.26000023
China,2000,Agriculture,46,Agriculture,53.33000183
China,2001,Service,31.44000053,Service,24.60000038
China,2001,Industry,22.29999924,Industry,22.29999924
China,2001,Agriculture,46.27000046,Agriculture,53.09999847
China,2002,Service,32.40999985,Service,25.45000076
China,2002,Industry,21.02000046,Industry,21.70999908
China,2002,Agriculture,46.58000183,Agriculture,52.84000015
China,2003,Service,33.18999863,Service,26.10000038
China,2003,Industry,20.95000076,Industry,22.13999939
China,2003,Agriculture,45.86000061,Agriculture,51.75999832
China,2004,Service,34.93000031,Service,27.05999947
China,2004,Industry,21.87000084,Industry,23.02000046
China,2004,Agriculture,43.20999908,Agriculture,49.91999817
China,2005,Service,35.84999847,Service,27.78000069
China,2005,Industry,22.95000076,Industry,24.48999977
China,2005,Agriculture,41.20000076,Agriculture,47.72999954
China,2006,Service,36.79999924,Service,28.46999931
China,2006,Industry,24.13999939,Industry,26.05999947
China,2006,Agriculture,39.06000137,Agriculture,45.47999954
China,2007,Service,37.15999985,Service,28.55999947
China,2007,Industry,25.55999947,Industry,27.79999924
China,2007,Agriculture,37.27999878,Agriculture,43.63999939
China,2008,Service,38.20000076,Service,29.18000031
China,2008,Industry,25.70999908,Industry,28.39999962
China,2008,Agriculture,36.09000015,Agriculture,42.41999817
China,2009,Service,39.31999969,Service,29.92000008
China,2009,Industry,25.98999977,Industry,29.25
China,2009,Agriculture,34.68999863,Agriculture,40.84000015
China,2010,Service,40.00999832,Service,30.29000092
China,2010,Industry,26.62000084,Industry,30.36000061
China,2010,Agriculture,33.36999893,Agriculture,39.34999847
China,2011,Service,41.40000153,Service,31.15999985
China,2011,Industry,27.18000031,Industry,31.35000038
China,2011,Agriculture,31.42000008,Agriculture,37.49000168
China,2012,Service,42.02000046,Service,31.38999939
China,2012,Industry,27.76000023,Industry,32.31999969
China,2012,Agriculture,30.21999931,Agriculture,36.29000092
China,2013,Service,44.79999924,Service,33.47999954
China,2013,Industry,27.31999969,Industry,32.31000137
China,2013,Agriculture,27.87999916,Agriculture,34.20999908
China,2014,Service,47.24000168,Service,35.31999969
China,2014,Industry,26.86000061,Industry,32.31999969
China,2014,Agriculture,25.89999962,Agriculture,32.36000061
China,2015,Service,49.09000015,Service,36.77999878
China,2015,Industry,25.87999916,Industry,31.80999947
China,2015,Agriculture,25.03000069,Agriculture,31.40999985
China,2016,Service,50.56999969,Service,37.90000153
China,2016,Industry,25.23999977,Industry,31.62999916
China,2016,Agriculture,24.20000076,Agriculture,30.47999954
China,2017,Service,52.13999939,Service,39.18999863
China,2017,Industry,24.25,Industry,31.15999985
China,2017,Agriculture,23.61000061,Agriculture,29.64999962
China,2018,Service,53.04000092,Service,39.75999832
China,2018,Industry,24.18000031,Industry,31.57999992
China,2018,Agriculture,22.78000069,Agriculture,28.65999985
China,2019,Service,54.91999817,Service,41.22999954
China,2019,Industry,23.05999947,Industry,30.82999992
China,2019,Agriculture,22.01000023,Agriculture,27.94000053
China,2020,Service,0,Service,0
China,2020,Industry,0,Industry,0
China,2020,Agriculture,0,Agriculture,0
China,2021,Service,0,Service,0
China,2021,Industry,0,Industry,0
China,2021,Agriculture,0,Agriculture,0
"Hong Kong SAR, China",1990,Service,0,Service,0
"Hong Kong SAR, China",1990,Industry,0,Industry,0
"Hong Kong SAR, China",1990,Agriculture,0,Agriculture,0
"Hong Kong SAR, China",1991,Service,69.84999847,Service,60.95999908
"Hong Kong SAR, China",1991,Industry,29.52000046,Industry,38.13000107
"Hong Kong SAR, China",1991,Agriculture,0.629999995,Agriculture,0.920000017
"Hong Kong SAR, China",1992,Service,72.98000336,Service,62.41999817
"Hong Kong SAR, China",1992,Industry,26.57999992,Industry,36.74000168
"Hong Kong SAR, China",1992,Agriculture,0.439999998,Agriculture,0.839999974
"Hong Kong SAR, China",1993,Service,76.91000366,Service,65.19999695
"Hong Kong SAR, China",1993,Industry,22.71999931,Industry,34
"Hong Kong SAR, China",1993,Agriculture,0.370000005,Agriculture,0.800000012
"Hong Kong SAR, China",1994,Service,79.88999939,Service,66.31999969
"Hong Kong SAR, China",1994,Industry,19.73999977,Industry,32.91999817
"Hong Kong SAR, China",1994,Agriculture,0.379999995,Agriculture,0.769999981
"Hong Kong SAR, China",1995,Service,80.91999817,Service,67.12000275
"Hong Kong SAR, China",1995,Industry,18.70999908,Industry,32.18999863
"Hong Kong SAR, China",1995,Agriculture,0.379999995,Agriculture,0.689999998
"Hong Kong SAR, China",1996,Service,83.36000061,Service,68.05999756
"Hong Kong SAR, China",1996,Industry,16.37000084,Industry,31.45000076
"Hong Kong SAR, China",1996,Agriculture,0.270000011,Agriculture,0.49000001
"Hong Kong SAR, China",1997,Service,85.37999725,Service,69.02999878
"Hong Kong SAR, China",1997,Industry,14.39999962,Industry,30.56999969
"Hong Kong SAR, China",1997,Agriculture,0.219999999,Agriculture,0.400000006
"Hong Kong SAR, China",1998,Service,87.19000244,Service,70.36000061
"Hong Kong SAR, China",1998,Industry,12.59000015,Industry,29.29000092
"Hong Kong SAR, China",1998,Agriculture,0.219999999,Agriculture,0.349999994
"Hong Kong SAR, China",1999,Service,88.05000305,Service,71.87000275
"Hong Kong SAR, China",1999,Industry,11.73999977,Industry,27.77000046
"Hong Kong SAR, China",1999,Agriculture,0.209999993,Agriculture,0.360000014
"Hong Kong SAR, China",2000,Service,89.34999847,Service,72.16000366
"Hong Kong SAR, China",2000,Industry,10.43000031,Industry,27.5
"Hong Kong SAR, China",2000,Agriculture,0.219999999,Agriculture,0.340000004
"Hong Kong SAR, China",2001,Service,90,Service,73.20999908
"Hong Kong SAR, China",2001,Industry,9.850000381,Industry,26.52000046
"Hong Kong SAR, China",2001,Agriculture,0.150000006,Agriculture,0.270000011
"Hong Kong SAR, China",2002,Service,90.62999725,Service,74.23000336
"Hong Kong SAR, China",2002,Industry,9.159999847,Industry,25.44000053
"Hong Kong SAR, China",2002,Agriculture,0.209999993,Agriculture,0.340000004
"Hong Kong SAR, China",2003,Service,91.68000031,Service,75.44999695
"Hong Kong SAR, China",2003,Industry,8.149999619,Industry,24.29000092
"Hong Kong SAR, China",2003,Agriculture,0.170000002,Agriculture,0.25999999
"Hong Kong SAR, China",2004,Service,92.56999969,Service,77.36000061
"Hong Kong SAR, China",2004,Industry,7.25,Industry,22.31999969
"Hong Kong SAR, China",2004,Agriculture,0.180000007,Agriculture,0.319999993
"Hong Kong SAR, China",2005,Service,93.30000305,Service,77.54000092
"Hong Kong SAR, China",2005,Industry,6.53000021,Industry,22.12999916
"Hong Kong SAR, China",2005,Agriculture,0.180000007,Agriculture,0.330000013
"Hong Kong SAR, China",2006,Service,93.5,Service,77.90000153
"Hong Kong SAR, China",2006,Industry,6.309999943,Industry,21.81999969
"Hong Kong SAR, China",2006,Agriculture,0.189999998,Agriculture,0.280000001
"Hong Kong SAR, China",2007,Service,93.97000122,Service,78.58999634
"Hong Kong SAR, China",2007,Industry,5.880000114,Industry,21.20000076
"Hong Kong SAR, China",2007,Agriculture,0.150000006,Agriculture,0.209999993
"Hong Kong SAR, China",2008,Service,94.58000183,Service,79.06999969
"Hong Kong SAR, China",2008,Industry,5.260000229,Industry,20.62000084
"Hong Kong SAR, China",2008,Agriculture,0.159999996,Agriculture,0.310000002
"Hong Kong SAR, China",2009,Service,94.76999664,Service,79.31999969
"Hong Kong SAR, China",2009,Industry,5.059999943,Industry,20.37999916
"Hong Kong SAR, China",2009,Agriculture,0.170000002,Agriculture,0.310000002
"Hong Kong SAR, China",2010,Service,95.05000305,Service,79.73000336
"Hong Kong SAR, China",2010,Industry,4.789999962,Industry,19.98999977
"Hong Kong SAR, China",2010,Agriculture,0.159999996,Agriculture,0.289999992
"Hong Kong SAR, China",2011,Service,95.26999664,Service,79.86000061
"Hong Kong SAR, China",2011,Industry,4.579999924,Industry,19.87000084
"Hong Kong SAR, China",2011,Agriculture,0.150000006,Agriculture,0.280000001
"Hong Kong SAR, China",2012,Service,95.44999695,Service,80.05000305
"Hong Kong SAR, China",2012,Industry,4.400000095,Industry,19.68000031
"Hong Kong SAR, China",2012,Agriculture,0.150000006,Agriculture,0.280000001
"Hong Kong SAR, China",2013,Service,95.61000061,Service,80.13999939
"Hong Kong SAR, China",2013,Industry,4.25,Industry,19.59000015
"Hong Kong SAR, China",2013,Agriculture,0.140000001,Agriculture,0.270000011
"Hong Kong SAR, China",2014,Service,95.76000214,Service,80.20999908
"Hong Kong SAR, China",2014,Industry,4.110000134,Industry,19.54000092
"Hong Kong SAR, China",2014,Agriculture,0.140000001,Agriculture,0.25999999
"Hong Kong SAR, China",2015,Service,95.91000366,Service,80.33000183
"Hong Kong SAR, China",2015,Industry,3.960000038,Industry,19.42000008
"Hong Kong SAR, China",2015,Agriculture,0.129999995,Agriculture,0.25
"Hong Kong SAR, China",2016,Service,96.02999878,Service,80.30999756
"Hong Kong SAR, China",2016,Industry,3.849999905,Industry,19.45000076
"Hong Kong SAR, China",2016,Agriculture,0.119999997,Agriculture,0.239999995
"Hong Kong SAR, China",2017,Service,96.19000244,Service,80.56999969
"Hong Kong SAR, China",2017,Industry,3.690000057,Industry,19.20000076
"Hong Kong SAR, China",2017,Agriculture,0.119999997,Agriculture,0.239999995
"Hong Kong SAR, China",2018,Service,96.33999634,Service,80.84999847
"Hong Kong SAR, China",2018,Industry,3.549999952,Industry,18.92000008
"Hong Kong SAR, China",2018,Agriculture,0.109999999,Agriculture,0.230000004
"Hong Kong SAR, China",2019,Service,96.45999908,Service,81.13999939
"Hong Kong SAR, China",2019,Industry,3.430000067,Industry,18.63999939
"Hong Kong SAR, China",2019,Agriculture,0.109999999,Agriculture,0.230000004
"Hong Kong SAR, China",2020,Service,0,Service,0
"Hong Kong SAR, China",2020,Industry,0,Industry,0
"Hong Kong SAR, China",2020,Agriculture,0,Agriculture,0
"Hong Kong SAR, China",2021,Service,0,Service,0
"Hong Kong SAR, China",2021,Industry,0,Industry,0
"Hong Kong SAR, China",2021,Agriculture,0,Agriculture,0
India,1990,Service,0,Service,0
India,1990,Industry,0,Industry,0
India,1990,Agriculture,0,Agriculture,0
India,1991,Service,12.23999977,Service,24.61000061
India,1991,Industry,11.59000015,Industry,16.38999939
India,1991,Agriculture,76.16999817,Agriculture,59
India,1992,Service,12.43999958,Service,24.90999985
India,1992,Industry,11.60000038,Industry,16.46999931
India,1992,Agriculture,75.95999908,Agriculture,58.61999893
India,1993,Service,12.68999958,Service,25.25
India,1993,Industry,11.59000015,Industry,16.51000023
India,1993,Agriculture,75.72000122,Agriculture,58.24000168
India,1994,Service,12.89000034,Service,25.63999939
India,1994,Industry,11.64999962,Industry,16.70999908
India,1994,Agriculture,75.45999908,Agriculture,57.65999985
India,1995,Service,13.01000023,Service,25.92000008
India,1995,Industry,11.68999958,Industry,16.94000053
India,1995,Agriculture,75.30000305,Agriculture,57.13999939
India,1996,Service,13.15999985,Service,26.20000076
India,1996,Industry,11.68999958,Industry,17.15999985
India,1996,Agriculture,75.15000153,Agriculture,56.63999939
India,1997,Service,13.40999985,Service,26.44000053
India,1997,Industry,11.61999989,Industry,17.20000076
India,1997,Agriculture,74.98000336,Agriculture,56.36000061
India,1998,Service,13.60999966,Service,26.75
India,1998,Industry,11.59000015,Industry,17.36000061
India,1998,Agriculture,74.79000092,Agriculture,55.88999939
India,1999,Service,13.76000023,Service,27.14999962
India,1999,Industry,11.63000011,Industry,17.73999977
India,1999,Agriculture,74.61000061,Agriculture,55.11000061
India,2000,Service,13.96000004,Service,27.51000023
India,2000,Industry,11.64999962,Industry,17.93000031
India,2000,Agriculture,74.38999939,Agriculture,54.56000137
India,2001,Service,14.25,Service,27.75
India,2001,Industry,11.94999981,Industry,18.26000023
India,2001,Agriculture,73.80000305,Agriculture,53.99000168
India,2002,Service,14.55000019,Service,27.96999931
India,2002,Industry,12.26000023,Industry,18.55999947
India,2002,Agriculture,73.19000244,Agriculture,53.47000122
India,2003,Service,14.78999996,Service,28.26000023
India,2003,Industry,12.69999981,Industry,19.19000053
India,2003,Agriculture,72.51999664,Agriculture,52.54999924
India,2004,Service,15.02999973,Service,28.5
India,2004,Industry,13.21000004,Industry,20.05999947
India,2004,Agriculture,71.76000214,Agriculture,51.43999863
India,2005,Service,15.30000019,Service,28.75
India,2005,Industry,13.64999962,Industry,20.65999985
India,2005,Agriculture,71.05000305,Agriculture,50.59000015
India,2006,Service,15.67000008,Service,28.90999985
India,2006,Industry,13.98999977,Industry,21.29999924
India,2006,Agriculture,70.33999634,Agriculture,49.79000092
India,2007,Service,16.09000015,Service,29.04000092
India,2007,Industry,14.32999992,Industry,22.02000046
India,2007,Agriculture,69.58000183,Agriculture,48.93999863
India,2008,Service,16.60000038,Service,29.12999916
India,2008,Industry,14.59000015,Industry,22.29999924
India,2008,Agriculture,68.81999969,Agriculture,48.56999969
India,2009,Service,17.04000092,Service,29.30999947
India,2009,Industry,15.02999973,Industry,22.96999931
India,2009,Agriculture,67.93000031,Agriculture,47.72000122
India,2010,Service,17.48999977,Service,29.40999985
India,2010,Industry,15.52999973,Industry,23.68000031
India,2010,Agriculture,66.98000336,Agriculture,46.91999817
India,2011,Service,19.31999969,Service,30
India,2011,Industry,17.12000084,Industry,24.79000092
India,2011,Agriculture,63.56000137,Agriculture,45.20999908
India,2012,Service,21.27000046,Service,30.62999916
India,2012,Industry,18.77000046,Industry,25.86000061
India,2012,Agriculture,59.95999908,Agriculture,43.52000046
India,2013,Service,22.20999908,Service,30.96999931
India,2013,Industry,18.43000031,Industry,25.94000053
India,2013,Agriculture,59.36000061,Agriculture,43.09000015
India,2014,Service,23.15999985,Service,31.37000084
India,2014,Industry,18.17000008,Industry,26.10000038
India,2014,Agriculture,58.66999817,Agriculture,42.54000092
India,2015,Service,24.12000084,Service,31.78000069
India,2015,Industry,17.95000076,Industry,26.25
India,2015,Agriculture,57.93000031,Agriculture,41.97000122
India,2016,Service,25.11000061,Service,32.13999939
India,2016,Industry,17.73999977,Industry,26.53000069
India,2016,Agriculture,57.15000153,Agriculture,41.31999969
India,2017,Service,26.13999939,Service,32.5
India,2017,Industry,17.52000046,Industry,26.72999954
India,2017,Agriculture,56.34999847,Agriculture,40.75999832
India,2018,Service,27.19000053,Service,32.86999893
India,2018,Industry,17.28000069,Industry,26.88999939
India,2018,Agriculture,55.52999878,Agriculture,40.24000168
India,2019,Service,27.95999908,Service,33.36999893
India,2019,Industry,17.35000038,Industry,27.06999969
India,2019,Agriculture,54.68999863,Agriculture,39.56000137
India,2020,Service,0,Service,0
India,2020,Industry,0,Industry,0
India,2020,Agriculture,0,Agriculture,0
India,2021,Service,0,Service,0
India,2021,Industry,0,Industry,0
India,2021,Agriculture,0,Agriculture,0
Indonesia,1990,Service,0,Service,0
Indonesia,1990,Industry,0,Industry,0
Indonesia,1990,Agriculture,0,Agriculture,0
Indonesia,1991,Service,29.64999962,Service,29.11000061
Indonesia,1991,Industry,13.31000042,Industry,16.25
Indonesia,1991,Agriculture,57.04000092,Agriculture,54.63999939
Indonesia,1992,Service,29.22999954,Service,29.61000061
Indonesia,1992,Industry,13.97999954,Industry,16.13999939
Indonesia,1992,Agriculture,56.77999878,Agriculture,54.25
Indonesia,1993,Service,31.59000015,Service,31.35000038
Indonesia,1993,Industry,15.01000023,Industry,17.30999947
Indonesia,1993,Agriculture,53.40000153,Agriculture,51.34000015
Indonesia,1994,Service,33.25,Service,32.09000015
Indonesia,1994,Industry,17.04999924,Industry,21.25
Indonesia,1994,Agriculture,49.70000076,Agriculture,46.65999985
Indonesia,1995,Service,40.11999893,Service,36.11000061
Indonesia,1995,Industry,15.97999954,Industry,19.86000061
Indonesia,1995,Agriculture,43.90000153,Agriculture,44.02999878
Indonesia,1996,Service,40.00999832,Service,36.47999954
Indonesia,1996,Industry,16.11000061,Industry,20.37999916
Indonesia,1996,Agriculture,43.88000107,Agriculture,43.15000153
Indonesia,1997,Service,40,Service,36.97999954
Indonesia,1997,Industry,16.09000015,Industry,20.42000008
Indonesia,1997,Agriculture,43.90999985,Agriculture,42.61000061
Indonesia,1998,Service,39,Service,36.29999924
Indonesia,1998,Industry,15.35999966,Industry,19.23999977
Indonesia,1998,Agriculture,45.63999939,Agriculture,44.47000122
Indonesia,1999,Service,38.54999924,Service,36.38999939
Indonesia,1999,Industry,15.13000011,Industry,19.05999947
Indonesia,1999,Agriculture,46.31999969,Agriculture,44.56000137
Indonesia,2000,Service,38.29999924,Service,36.65999985
Indonesia,2000,Industry,14.97000027,Industry,18.95000076
Indonesia,2000,Agriculture,46.74000168,Agriculture,44.38999939
Indonesia,2001,Service,39.36000061,Service,36.40000153
Indonesia,2001,Industry,16.12000084,Industry,20.26000023
Indonesia,2001,Agriculture,44.52000046,Agriculture,43.33000183
Indonesia,2002,Service,38.81999969,Service,35.81999969
Indonesia,2002,Industry,15.77999973,Industry,20.43000031
Indonesia,2002,Agriculture,45.40000153,Agriculture,43.75
Indonesia,2003,Service,37.29999924,Service,35.13999939
Indonesia,2003,Industry,15.15999985,Industry,19.12999916
Indonesia,2003,Agriculture,47.54000092,Agriculture,45.72999954
Indonesia,2004,Service,41.16999817,Service,37.31000137
Indonesia,2004,Industry,14.21000004,Industry,20.06999969
Indonesia,2004,Agriculture,44.61999893,Agriculture,42.63000107
Indonesia,2005,Service,39.70999908,Service,35.91999817
Indonesia,2005,Industry,15.90999985,Industry,20.29000092
Indonesia,2005,Agriculture,44.38000107,Agriculture,43.79000092
Indonesia,2006,Service,43.52000046,Service,37.09999847
Indonesia,2006,Industry,15.35999966,Industry,20.32999992
Indonesia,2006,Agriculture,41.13000107,Agriculture,42.56999969
Indonesia,2007,Service,43.56999969,Service,37.81000137
Indonesia,2007,Industry,15.02999973,Industry,21.01000023
Indonesia,2007,Agriculture,41.40000153,Agriculture,41.18000031
Indonesia,2008,Service,44.06000137,Service,38.31000137
Indonesia,2008,Industry,14.57999992,Industry,20.75
Indonesia,2008,Agriculture,41.36000061,Agriculture,40.93999863
Indonesia,2009,Service,45.65000153,Service,38.59999847
Indonesia,2009,Industry,14.42000008,Industry,20.63999939
Indonesia,2009,Agriculture,39.93999863,Agriculture,40.77000046
Indonesia,2010,Service,46.65000153,Service,39.52000046
Indonesia,2010,Industry,14.94999981,Industry,20.90999985
Indonesia,2010,Agriculture,38.40000153,Agriculture,39.56999969
Indonesia,2011,Service,48.15000153,Service,39.56999969
Indonesia,2011,Industry,15.06000042,Industry,22.98999977
Indonesia,2011,Agriculture,36.79000092,Agriculture,37.43999863
Indonesia,2012,Service,48.95999908,Service,39.34999847
Indonesia,2012,Industry,15.77000046,Industry,24.30999947
Indonesia,2012,Agriculture,35.27000046,Agriculture,36.34000015
Indonesia,2013,Service,50.36000061,Service,40.22999954
Indonesia,2013,Industry,15.72999954,Industry,24.13999939
Indonesia,2013,Agriculture,33.90999985,Agriculture,35.63000107
Indonesia,2014,Service,51.20999908,Service,40.09999847
Indonesia,2014,Industry,15.43000031,Industry,25.04999924
Indonesia,2014,Agriculture,33.36999893,Agriculture,34.84000015
Indonesia,2015,Service,51.63000107,Service,40.79000092
Indonesia,2015,Industry,15.76000023,Industry,25.89999962
Indonesia,2015,Agriculture,32.61000061,Agriculture,33.31000137
Indonesia,2016,Service,53.93999863,Service,41.77000046
Indonesia,2016,Industry,16,Industry,25.30999947
Indonesia,2016,Agriculture,30.06999969,Agriculture,32.91999817
Indonesia,2017,Service,54.52000046,Service,42.52999878
Indonesia,2017,Industry,16.65999985,Industry,25.43000031
Indonesia,2017,Agriculture,28.81999969,Agriculture,32.04000092
Indonesia,2018,Service,55.5,Service,43.27000046
Indonesia,2018,Industry,16.97999954,Industry,25.72999954
Indonesia,2018,Agriculture,27.52000046,Agriculture,31
Indonesia,2019,Service,56.97000122,Service,44.04999924
Indonesia,2019,Industry,16.67000008,Industry,26.06999969
Indonesia,2019,Agriculture,26.36000061,Agriculture,29.87999916
Indonesia,2020,Service,0,Service,0
Indonesia,2020,Industry,0,Industry,0
Indonesia,2020,Agriculture,0,Agriculture,0
Indonesia,2021,Service,0,Service,0
Indonesia,2021,Industry,0,Industry,0
Indonesia,2021,Agriculture,0,Agriculture,0
Japan,1990,Service,0,Service,0
Japan,1990,Industry,0,Industry,0
Japan,1990,Agriculture,0,Agriculture,0
Japan,1991,Service,64.51999664,Service,54.68999863
Japan,1991,Industry,27.70000076,Industry,39.29000092
Japan,1991,Agriculture,7.78000021,Agriculture,6.019999981
Japan,1992,Service,65.26999664,Service,54.41999817
Japan,1992,Industry,27.44000053,Industry,39.75
Japan,1992,Agriculture,7.289999962,Agriculture,5.829999924
Japan,1993,Service,66.54000092,Service,54.91999817
Japan,1993,Industry,26.68000031,Industry,39.65999985
Japan,1993,Agriculture,6.78000021,Agriculture,5.420000076
Japan,1994,Service,67.61000061,Service,54.88000107
Japan,1994,Industry,25.81999969,Industry,39.84000015
Japan,1994,Agriculture,6.579999924,Agriculture,5.289999962
Japan,1995,Service,68.41999817,Service,55.34000015
Japan,1995,Industry,25.09000015,Industry,39.49000168
Japan,1995,Agriculture,6.489999771,Agriculture,5.170000076
Japan,1996,Service,69.08000183,Service,55.63999939
Japan,1996,Industry,24.65999985,Industry,39.34000015
Japan,1996,Agriculture,6.260000229,Agriculture,5.019999981
Japan,1997,Service,69.73000336,Service,55.68999863
Japan,1997,Industry,24.25,Industry,39.38999939
Japan,1997,Agriculture,6.019999981,Agriculture,4.920000076
Japan,1998,Service,71.26000214,Service,56.5
Japan,1998,Industry,22.77000046,Industry,38.65999985
Japan,1998,Agriculture,5.96999979,Agriculture,4.840000153
Japan,1999,Service,72.12000275,Service,56.68000031
Japan,1999,Industry,22.12999916,Industry,38.47000122
Japan,1999,Agriculture,5.760000229,Agriculture,4.849999905
Japan,2000,Service,72.90000153,Service,57.09999847
Japan,2000,Industry,21.55999947,Industry,38.11999893
Japan,2000,Agriculture,5.550000191,Agriculture,4.78000021
Japan,2001,Service,73.94999695,Service,57.83000183
Japan,2001,Industry,20.77000046,Industry,37.50999832
Japan,2001,Agriculture,5.28000021,Agriculture,4.659999847
Japan,2002,Service,75.30000305,Service,58.52999878
Japan,2002,Industry,19.73999977,Industry,36.91999817
Japan,2002,Agriculture,4.960000038,Agriculture,4.559999943
Japan,2003,Service,76.25,Service,59.27999878
Japan,2003,Industry,18.94000053,Industry,36.20999908
Japan,2003,Agriculture,4.820000172,Agriculture,4.510000229
Japan,2004,Service,77.15000153,Service,59.97999954
Japan,2004,Industry,18.15999985,Industry,35.54999924
Japan,2004,Agriculture,4.679999828,Agriculture,4.46999979
Japan,2005,Service,77.87000275,Service,60.36000061
Japan,2005,Industry,17.56999969,Industry,35.25
Japan,2005,Agriculture,4.550000191,Agriculture,4.389999866
Japan,2006,Service,78.36000061,Service,60.52999878
Japan,2006,Industry,17.20000076,Industry,35.11999893
Japan,2006,Agriculture,4.440000057,Agriculture,4.349999905
Japan,2007,Service,78.80000305,Service,60.75
Japan,2007,Industry,16.87000084,Industry,34.95000076
Japan,2007,Agriculture,4.329999924,Agriculture,4.300000191
Japan,2008,Service,79.30999756,Service,60.99000168
Japan,2008,Industry,16.46999931,Industry,34.75
Japan,2008,Agriculture,4.230000019,Agriculture,4.260000229
Japan,2009,Service,80.59999847,Service,61.79000092
Japan,2009,Industry,15.31000042,Industry,33.91999817
Japan,2009,Agriculture,4.099999905,Agriculture,4.289999962
Japan,2010,Service,81.29000092,Service,62.49000168
Japan,2010,Industry,14.81000042,Industry,33.33000183
Japan,2010,Agriculture,3.900000095,Agriculture,4.190000057
Japan,2011,Service,81.76999664,Service,62.68999863
Japan,2011,Industry,14.52000046,Industry,33.15999985
Japan,2011,Agriculture,3.710000038,Agriculture,4.150000095
Japan,2012,Service,82.08999634,Service,62.70000076
Japan,2012,Industry,14.38000011,Industry,33.18999863
Japan,2012,Agriculture,3.539999962,Agriculture,4.099999905
Japan,2013,Service,82.25,Service,62.66999817
Japan,2013,Industry,14.35999966,Industry,33.31999969
Japan,2013,Agriculture,3.390000105,Agriculture,4.010000229
Japan,2014,Service,82.31999969,Service,62.97000122
Japan,2014,Industry,14.38000011,Industry,33.04999924
Japan,2014,Agriculture,3.299999952,Agriculture,3.980000019
Japan,2015,Service,82.30999756,Service,63.18000031
Japan,2015,Industry,14.47000027,Industry,32.88000107
Japan,2015,Agriculture,3.220000029,Agriculture,3.940000057
Japan,2016,Service,82.73999786,Service,63.45999908
Japan,2016,Industry,14.21000004,Industry,32.70000076
Japan,2016,Agriculture,3.049999952,Agriculture,3.849999905
Japan,2017,Service,82.86000061,Service,63.49000168
Japan,2017,Industry,14.14999962,Industry,32.72999954
Japan,2017,Agriculture,2.99000001,Agriculture,3.789999962
Japan,2018,Service,82.83999634,Service,63.61000061
Japan,2018,Industry,14.14000034,Industry,32.52000046
Japan,2018,Agriculture,3.019999981,Agriculture,3.869999886
Japan,2019,Service,83.15000153,Service,63.93000031
Japan,2019,Industry,13.89999962,Industry,32.36000061
Japan,2019,Agriculture,2.950000048,Agriculture,3.720000029
Japan,2020,Service,0,Service,0
Japan,2020,Industry,0,Industry,0
Japan,2020,Agriculture,0,Agriculture,0
Japan,2021,Service,0,Service,0
Japan,2021,Industry,0,Industry,0
Japan,2021,Agriculture,0,Agriculture,0
North Korea,1990,Service,0,Service,0
North Korea,1990,Industry,0,Industry,0
North Korea,1990,Agriculture,0,Agriculture,0
North Korea,1991,Service,24.70999908,Service,25.85000038
North Korea,1991,Industry,21.36000061,Industry,31.75
North Korea,1991,Agriculture,53.93000031,Agriculture,42.40000153
North Korea,1992,Service,25.26000023,Service,26.51000023
North Korea,1992,Industry,20.28000069,Industry,30.5
North Korea,1992,Agriculture,54.45999908,Agriculture,43
North Korea,1993,Service,25.79000092,Service,27.17000008
North Korea,1993,Industry,19.30999947,Industry,29.35000038
North Korea,1993,Agriculture,54.90000153,Agriculture,43.49000168
North Korea,1994,Service,26.36000061,Service,27.75
North Korea,1994,Industry,18.53000069,Industry,28.29999924
North Korea,1994,Agriculture,55.11000061,Agriculture,43.95000076
North Korea,1995,Service,26.94000053,Service,28.54000092
North Korea,1995,Industry,17.42000008,Industry,27.06999969
North Korea,1995,Agriculture,55.63999939,Agriculture,44.38999939
North Korea,1996,Service,27.63999939,Service,29.26000023
North Korea,1996,Industry,16.45000076,Industry,25.84000015
North Korea,1996,Agriculture,55.90999985,Agriculture,44.88999939
